Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
Vis,2023,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback,10.1109/tvcg.2023.3327363,http://dx.doi.org/10.1109/TVCG.2023.3327363,131.0,141.0,J,"Visual data stories can effectively convey insights from data, yet their creation often necessitates intricate data exploration, insight discovery, narrative organization, and customization to meet the communication objectives of the storyteller. Existing automated data storytelling techniques, however, tend to overlook the importance of user customization during the data story authoring process, limiting the system's ability to create tailored narratives that reflect the user's intentions. We present a novel data story generation workflow that leverages adaptive machine-guided elicitation of user feedback to customize the story. Our approach employs an adaptive plug-in module for existing story generation systems, which incorporates user feedback through interactive questioning based on the conversation history and dataset. This adaptability refines the system's understanding of the user's intentions, ensuring the final narrative aligns with their goals. We demonstrate the feasibility of our approach through the implementation of an interactive prototype: Socrates. Through a quantitative user study with 18 participants that compares our method to a state-of-the-art data story generation algorithm, we show that Socrates produces more relevant stories with a larger overlap of insights compared to human-generated stories. We also demonstrate the usability of Socrates via interviews with three data analysts and highlight areas of future work.",Guande Wu;Shunan Guo;Jane Hoffswell;Gromit Yeuk-Yin Chan;Ryan A. Rossi;Eunyee Koh,Guande Wu;Shunan Guo;Jane Hoffswell;Gromit Yeuk-Yin Chan;Ryan A. Rossi;Eunyee Koh,"New York University, USA;Adobe Research, USA;Adobe Research, USA;Adobe Research, USA;Adobe Research, USA;Adobe Research, USA",0.1109/tvcg.2016.2598647;10.1109/tvcg.2015.2467732;10.1109/tvcg.2011.185;10.1109/tvcg.2013.124;10.1109/tvcg.2016.2598468;10.1109/tvcg.2021.3114804;10.1109/tvcg.2021.3114806;10.1109/vast.2015.7347625;10.1109/tvcg.2019.2934785;10.1109/tvcg.2012.260;10.1109/tvcg.2013.119;10.1109/tvcg.2021.3114802;10.1109/tvcg.2022.3209421;10.1109/tvcg.2010.179;10.1109/tvcg.2020.3030403;10.1109/tvcg.2022.3209428;10.1109/tvcg.2020.3030467;10.1109/tvcg.2017.2745078;10.1109/tvcg.2019.2934398;10.1109/tvcg.2021.3114826;10.1109/tvcg.2021.3114774,"Narrative visualization,visual storytelling,conversational agent",,7.0,79.0,816.0,,
Vis,2023,InkSight: Leveraging Sketch Interaction for Documenting Chart Findings in Computational Notebooks,10.1109/tvcg.2023.3327170,http://dx.doi.org/10.1109/TVCG.2023.3327170,944.0,954.0,J,"Computational notebooks have become increasingly popular for exploratory data analysis due to their ability to support data exploration and explanation within a single document. Effective documentation for explaining chart findings during the exploration process is essential as it helps recall and share data analysis. However, documenting chart findings remains a challenge due to its time-consuming and tedious nature. While existing automatic methods alleviate some of the burden on users, they often fail to cater to users' specific interests. In response to these limitations, we present InkSight, a mixed-initiative computational notebook plugin that generates finding documentation based on the user's intent. InkSight allows users to express their intent in specific data subsets through sketching atop visualizations intuitively. To facilitate this, we designed two types of sketches, i.e., open-path and closed-path sketch. Upon receiving a user's sketch, InkSight identifies the sketch type and corresponding selected data items. Subsequently, it filters data fact types based on the sketch and selected data items before employing existing automatic data fact recommendation algorithms to infer data facts. Using large language models (GPT-3.5), InkSight converts data facts into effective natural language documentation. Users can conveniently fine-tune the generated documentation within InkSight. A user study with 12 participants demonstrated the usability and effectiveness of InkSight in expressing user intent and facilitating chart finding documentation.",Yanna Lin;Haotian Li 0001;Leni Yang;Aoyu Wu;Huamin Qu,Yanna Lin;Haotian Li;Leni Yang;Aoyu Wu;Huamin Qu,"Hong Kong University of Science and Technology, China;Hong Kong University of Science and Technology, China;Hong Kong University of Science and Technology, China;Harvard University, USA;Hong Kong University of Science and Technology, China",0.1109/tvcg.2019.2934785;10.1109/tvcg.2021.3114802;10.1109/tvcg.2013.191;10.1109/tvcg.2020.3030378;10.1109/tvcg.2022.3209421;10.1109/tvcg.2020.3030403;10.1109/tvcg.2018.2865145;10.1109/tvcg.2012.275;10.1109/tvcg.2022.3209357;10.1109/tvcg.2019.2934398;10.1109/tvcg.2021.3114826;10.1109/tvcg.2021.3114774;10.1109/tvcg.2019.2934668,"Computational Notebook,Sketch-based Interaction,Documentation,Visualization,Exploratory Data Analysis",,5.0,58.0,665.0,,
Vis,2023,Mystique: Deconstructing SVG Charts for Layout Reuse,10.1109/tvcg.2023.3327354,http://dx.doi.org/10.1109/TVCG.2023.3327354,447.0,457.0,J,"To facilitate the reuse of existing charts, previous research has examined how to obtain a semantic understanding of a chart by deconstructing its visual representation into reusable components, such as encodings. However, existing deconstruction approaches primarily focus on chart styles, handling only basic layouts. In this paper, we investigate how to deconstruct chart layouts, focusing on rectangle-based ones, as they cover not only 17 chart types but also advanced layouts (e.g., small multiples, nested layouts). We develop an interactive tool, called Mystique, adopting a mixed-initiative approach to extract the axes and legend, and deconstruct a chart's layout into four semantic components: mark groups, spatial relationships, data encodings, and graphical constraints. Mystique employs a wizard interface that guides chart authors through a series of steps to specify how the deconstructed components map to their own data. On 150 rectangle-based SVG charts, Mystique achieves above 85% accuracy for axis and legend extraction and 96% accuracy for layout deconstruction. In a chart reproduction study, participants could easily reuse existing charts on new datasets. We discuss the current limitations of Mystique and future research directions.",Chen Chen 0080;Bongshin Lee;Yunhai Wang;Yunjeong Chang;Zhicheng Liu 0001,Chen Chen;Bongshin Lee;Yunhai Wang;Yunjeong Chang;Zhicheng Liu,"University of Maryland, College Park, Maryland, United States;Microsoft Research, Redmond, Washington, United States;Shandong University, Qingdao, China;University of Maryland, College Park, Maryland, United States;University of Maryland, College Park, Maryland, United States",0.1109/tvcg.2022.3209490;10.1109/tvcg.2011.185;10.1109/tvcg.2019.2934810;10.1109/tvcg.2021.3114856;10.1109/tvcg.2017.2744320;10.1109/tvcg.2018.2865158;10.1109/tvcg.2019.2934281;10.1109/tvcg.2016.2599030;10.1109/infvis.2001.963283;10.1109/tvcg.2019.2934538;10.1109/tvcg.2008.165;10.1109/tvcg.2021.3114877,"Chart layout,Reuse,Reverse-engineering,Deconstruction",,2.0,47.0,481.0,,
Vis,2023,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,10.1109/tvcg.2023.3327200,http://dx.doi.org/10.1109/TVCG.2023.3327200,1172.0,1182.0,J,"The exploratory visual analysis (EVA) of time series data uses visualization as the main output medium and input interface for exploring new data. However, for users who lack visual analysis expertise, interpreting and manipulating EVA can be challenging. Thus, providing guidance on EVA is necessary and two relevant questions need to be answered. First, how to recommend interesting insights to provide a first glance at data and help develop an exploration goal. Second, how to provide step-by-step EVA suggestions to help identify which parts of the data to explore. In this work, we present a reinforcement learning (RL)-based system, Visail, which generates EVA sequences to guide the exploration of time series data. As a user uploads a time series dataset, Visail can generate step-by-step EVA suggestions, while each step is visualized as an annotated chart combined with textual descriptions. The RL-based algorithm uses exploratory data analysis knowledge to construct the state and action spaces for the agent to imitate human analysis behaviors in data exploration tasks. In this way, the agent learns the strategy of generating coherent EVA sequences through a well-designed network. To evaluate the effectiveness of our system, we conducted an ablation study, a user study, and two case studies. The results of our evaluation suggested that Visail can provide effective guidance on supporting EVA on time series data.",Yang Shi 0007;Bingchang Chen;Ying Chen;Zhuochen Jin;Ke Xu;Xiaohan Jiao;Tian Gao;Nan Cao 0001,Yang Shi;Bingchang Chen;Ying Chen;Zhuochen Jin;Ke Xu;Xiaohan Jiao;Tian Gao;Nan Cao,"Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Huawei Cloud Computing Technologies Co., Ltd., China;Huawei Cloud Computing Technologies Co., Ltd., China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China",0.1109/tvcg.2018.2865040;10.1109/vast.2014.7042480;10.1109/tvcg.2016.2598876;10.1109/tvcg.2016.2598468;10.1109/tvcg.2022.3209468;10.1109/tvcg.2021.3114875;10.1109/tvcg.2020.3028889;10.1109/tvcg.2018.2865077;10.1109/tvcg.2012.229;10.1109/tvcg.2018.2864526;10.1109/tvcg.2016.2599030;10.1109/tvcg.2020.3030403;10.1109/tvcg.2022.3209409;10.1109/tvcg.2022.3209486;10.1109/tvcg.2012.191;10.1109/tvcg.2018.2865145;10.1109/tvcg.2015.2467751;10.1109/tvcg.2019.2934398;10.1109/tvcg.2015.2467191;10.1109/vast.2009.5332595;10.1109/tvcg.2021.3114826;10.1109/tvcg.2023.3326913;10.1109/tvcg.2021.3114774;10.1109/tvcg.2011.195;10.1109/tvcg.2021.3114865,"Time Series Data,Exploratory Visual Analysis,Reinforcement Learning",,2.0,77.0,1050.0,,
Vis,2023,Roses Have Thorns: Understanding the Downside of Oncological Care Delivery Through Visual Analytics and Sequential Rule Mining,10.1109/tvcg.2023.3326939,http://dx.doi.org/10.1109/TVCG.2023.3326939,1227.0,1237.0,J,"Personalized head and neck cancer therapeutics have greatly improved survival rates for patients, but are often leading to understudied long-lasting symptoms which affect quality of life. Sequential rule mining (SRM) is a promising unsupervised machine learning method for predicting longitudinal patterns in temporal data which, however, can output many repetitive patterns that are difficult to interpret without the assistance of visual analytics. We present a data-driven, human-machine analysis visual system developed in collaboration with SRM model builders in cancer symptom research, which facilitates mechanistic knowledge discovery in large scale, multivariate cohort symptom data. Our system supports multivariate predictive modeling of post-treatment symptoms based on during-treatment symptoms. It supports this goal through an SRM, clustering, and aggregation back end, and a custom front end to help develop and tune the predictive models. The system also explains the resulting predictions in the context of therapeutic decisions typical in personalized care delivery. We evaluate the resulting models and system with an interdisciplinary group of modelers and head and neck oncology researchers. The results demonstrate that our system effectively supports clinical and symptom research.",Carla Floricel;Andrew Wentzel;Abdallah Sherif Radwan Mohamed;Clifton David Fuller;Guadalupe Canahuate;G. Elisabeta Marai,Carla Floricel;Andrew Wentzel;Abdallah Mohamed;C.David Fuller;Guadalupe Canahuate;G.Elisabeta Marai,"University of Illinois Chicago, USA;University of Illinois Chicago, USA;M.D. Anderson Cancer Center at the University of Texas, USA;M.D. Anderson Cancer Center at the University of Texas, USA;University of Iowa, USA;University of Illinois Chicago, USA",0.1109/tvcg.2020.3030437;10.1109/tvcg.2017.2745278;10.1109/tvcg.2020.3030442;10.1109/vast.2016.7883512;10.1109/tvcg.2021.3114810;10.1109/tvcg.2014.2346682;10.1109/tvcg.2017.2745320;10.1109/tvcg.2014.2346591;10.1109/tvcg.2018.2864849;10.1109/tvcg.2017.2744459;10.1109/tvcg.2013.161;10.1109/tvcg.2018.2864812;10.1109/tvcg.2013.200;10.1109/tvcg.2021.3114840;10.1109/tvcg.2009.187;10.1109/tvcg.2019.2934546;10.1109/tvcg.2018.2864475,"Temporal Data,Life Sciences,Mixed Initiative Human-Machine Analysis,Data Clustering and Aggregation",,2.0,82.0,361.0,,
Vis,2023,Too Many Cooks: Exploring How Graphical Perception Studies Influence Visualization Recommendations in Draco,10.1109/tvcg.2023.3326527,http://dx.doi.org/10.1109/TVCG.2023.3326527,1063.0,1073.0,J,"Findings from graphical perception can guide visualization recommendation algorithms in identifying effective visualization designs. However, existing algorithms use knowledge from, at best, a few studies, limiting our understanding of how complementary (or contradictory) graphical perception results influence generated recommendations. In this paper, we present a pipeline of applying a large body of graphical perception results to develop new visualization recommendation algorithms and conduct an exploratory study to investigate how results from graphical perception can alter the behavior of downstream algorithms. Specifically, we model graphical perception results from 30 papers in Draco—a framework to model visualization knowledge—to develop new recommendation algorithms. By analyzing Draco-generated algorithms, we showcase the feasibility of our method to (1) identify gaps in existing graphical perception literature informing recommendation algorithms, (2) cluster papers by their preferred design rules and constraints, and (3) investigate why certain studies can dominate Draco's recommendations, whereas others may have little influence. Given our findings, we discuss the potential for mutually reinforcing advancements in graphical perception and visualization recommendation research.",Zehua Zeng;Junran Yang;Dominik Moritz;Jeffrey Heer;Leilani Battle,Zehua Zeng;Junran Yang;Dominik Moritz;Jeffrey Heer;Leilani Battle,"University of Maryland, College Park, USA;University of Washington, Seattle, USA;Carnegie Mellon University, United States;University of Washington, Seattle, USA;University of Washington, Seattle, USA",0.1109/tvcg.2017.2745086;10.1109/tvcg.2018.2865077;10.1109/tvcg.2019.2934786;10.1109/tvcg.2021.3114863;10.1109/tvcg.2007.70594;10.1109/tvcg.2021.3114684;10.1109/tvcg.2018.2865240;10.1109/tvcg.2018.2864884;10.1109/tvcg.2019.2934807;10.1109/tvcg.2018.2865264;10.1109/tvcg.2016.2599030;10.1109/tvcg.2014.2346320;10.1109/tvcg.2019.2934784;10.1109/tvcg.2015.2467191;10.1109/tvcg.2019.2934400;10.1109/tvcg.2021.3114814,"Graphical Perception Studies,Visualization Recommendation Algorithms",,2.0,51.0,371.0,,
Vis,2023,The Rational Agent Benchmark for Data Visualization,10.1109/tvcg.2023.3326513,http://dx.doi.org/10.1109/TVCG.2023.3326513,338.0,347.0,J,"Understanding how helpful a visualization is from experimental results is difficult because the observed performance is confounded with aspects of the study design, such as how useful the information that is visualized is for the task. We develop a rational agent framework for designing and interpreting visualization experiments. Our framework conceives two experiments with the same setup: one with behavioral agents (human subjects), and the other one with a hypothetical rational agent. A visualization is evaluated by comparing the expected performance of behavioral agents to that of a rational agent under different assumptions. Using recent visualization decision studies from the literature, we demonstrate how the framework can be used to pre-experimentally evaluate the experiment design by bounding the expected improvement in performance from having access to visualizations, and post-experimentally to deconfound errors of information extraction from errors of optimization, among other analyses.",Yifan Wu 0005;Ziyang Guo;Michalis Mamakos;Jason D. Hartline;Jessica Hullman,Yifan Wu;Ziyang Guo;Michalis Mamakos;Jason Hartline;Jessica Hullman,"Northwestern University, USA;Northwestern University, USA;Northwestern University, USA;Northwestern University, USA;Northwestern University, USA",0.1109/tvcg.2021.3114813;10.1109/tvcg.2020.3030395;10.1109/tvcg.2019.2934287;10.1109/tvcg.2018.2864889;10.1109/tvcg.2013.126;10.1109/tvcg.2023.3326516;10.1109/tvcg.2020.3030335;10.1109/tvcg.2021.3114824;10.1109/tvcg.2020.3028984;10.1109/tvcg.2009.111;10.1109/visual.2005.1532781,"Evaluation,decision-making,rational agent,scoring rule",,2.0,33.0,434.0,,
Vis,2023,Calliope-Net: Automatic Generation of Graph Data Facts via Annotated Node-Link Diagrams,10.1109/tvcg.2023.3326925,http://dx.doi.org/10.1109/TVCG.2023.3326925,562.0,572.0,J,"Graph or network data are widely studied in both data mining and visualization communities to review the relationship among different entities and groups. The data facts derived from graph visual analysis are important to help understand the social structures of complex data, especially for data journalism. However, it is challenging for data journalists to discover graph data facts and manually organize correlated facts around a meaningful topic due to the complexity of graph data and the difficulty to interpret graph narratives. Therefore, we present an automatic graph facts generation system, Calliope-Net, which consists of a fact discovery module, a fact organization module, and a visualization module. It creates annotated node-link diagrams with facts automatically discovered and organized from network data. A novel layout algorithm is designed to present meaningful and visually appealing annotated graphs. We evaluate the proposed system with two case studies and an in-lab user study. The results show that Calliope-Net can benefit users in discovering and understanding graph data facts with visually pleasing annotated visualizations.",Qing Chen 0001;Nan Chen;Wei Shuai;Guande Wu;Zhe Xu 0007;Hanghang Tong;Nan Cao 0001,Qing Chen;Nan Chen;Wei Shuai;Guande Wu;Zhe Xu;Hanghang Tong;Nan Cao,"Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;New York University, USA;University of Illinois at Urbana-Champaign, USA;University of Illinois at Urbana-Champaign, USA;Intelligent Big Data Visualization Lab, Tongji University, China",0.1109/tvcg.2016.2598876;10.1109/tvcg.2019.2934810;10.1109/tvcg.2013.119;10.1109/tvcg.2021.3114802;10.1109/tvcg.2017.2743858;10.1109/tvcg.2010.179;10.1109/tvcg.2020.3030403;10.1109/tvcg.2018.2865145;10.1109/tvcg.2019.2934398;10.1109/tvcg.2017.2745919;10.1109/tvcg.2020.3030428,"Graph Data,Application Motivated Visualization,Automatic Visualization,Narrative Visualization,Authoring Tools",,1.0,78.0,662.0,,
Vis,2023,Dupo: A Mixed-Initiative Authoring Tool for Responsive Visualization,10.1109/tvcg.2023.3326583,http://dx.doi.org/10.1109/TVCG.2023.3326583,934.0,943.0,J,"Designing responsive visualizations for various screen types can be tedious as authors must manage multiple chart versions across design iterations. Automated approaches for responsive visualization must take into account the user's need for agency in exploring possible design ideas and applying customizations based on their own goals. We design and implement Dupo, a mixedinitiative approach to creating responsive visualizations that combines the agency afforded by a manual interface with automation provided by a recommender system. Given an initial design, users can browse automated design suggestions for a different screen type and make edits to a chosen design, thereby supporting quick prototyping and customizability. Dupo employs a two-step recommender pipeline that first suggests significant design changes (Exploration) followed by more subtle changes (Alteration). We evaluated Dupo with six expert responsive visualization authors. While creating responsive versions of a source design in Dupo, participants could reason about different design suggestions without having to manually prototype them, and thus avoid prematurely fixating on a particular design. This process led participants to create designs that they were satisfied with but which they had previously overlooked.",Hyeok Kim;Ryan A. Rossi;Jessica Hullman;Jane Hoffswell,Hyeok Kim;Ryan Rossi;Jessica Hullman;Jane Hoffswell,"Northwestern University, USA;Adobe Research, USA;Northwestern University, USA;Adobe Research, USA",0.1109/tvcg.2011.185;10.1109/vast.2015.7347625;10.1109/tvcg.2021.3114856;10.1109/tvcg.2006.138;10.1109/tvcg.2021.3114782;10.1109/tvcg.2017.2744198;10.1109/tvcg.2016.2599030;10.1109/tvcg.2017.2745078;10.1109/tvcg.2015.2467191;10.1109/tvcg.2020.3030423,"Visualization,responsive visualization,mixed-initiative authoring",,1.0,45.0,330.0,,
Vis,2023,Visual Analytics for Understanding Draco's Knowledge Base,10.1109/tvcg.2023.3326912,http://dx.doi.org/10.1109/TVCG.2023.3326912,392.0,402.0,J,"Draco has been developed as an automated visualization recommendation system formalizing design knowledge as logical constraints in ASP (Answer-Set Programming). With an increasing set of constraints and incorporated design knowledge, even visualization experts lose overview in Draco and struggle to retrace the automated recommendation decisions made by the system. Our paper proposes an Visual Analytics (VA) approach to visualize and analyze Draco's constraints. Our VA approach is supposed to enable visualization experts to accomplish identified tasks regarding the knowledge base and support them in better understanding Draco. We extend the existing data extraction strategy of Draco with a data processing architecture capable of extracting features of interest from the knowledge base. A revised version of the ASP grammar provides the basis for this data processing strategy. The resulting incorporated and shared features of the constraints are then visualized using a hypergraph structure inside the radial-arranged constraints of the elaborated visualization. The hierarchical categories of the constraints are indicated by arcs surrounding the constraints. Our approach is supposed to enable visualization experts to interactively explore the design rules' violations based on highlighting respective constraints or recommendations. A qualitative and quantitative evaluation of the prototype confirms the prototype's effectiveness and value in acquiring insights into Draco's recommendation process and design constraints.",Johanna Schmidt;Bernhard Pointner;Silvia Miksch,Johanna Schmidt;Bernhard Pointner;Silvia Miksch,"VRVis Zentrum für Virtual Reality und visualisierung Forschungs-GmbH, Austria;VRVis Zentrum für Virtual Reality und visualisierung Forschungs-GmbH, Austria;Centre for Visual Analytics Science and Technology (CVAST), TU Wien, Austria",0.1109/tvcg.2013.184;10.1109/tvcg.2007.70582;10.1109/tvcg.2007.70594;10.1109/tvcg.2018.2865240;10.1109/tvcg.2009.111;10.1109/tvcg.2016.2599030;10.1109/infvis.2000.885091;10.1109/tvcg.2018.2865146,"Visual Analytics,Hypergraph visualization,Rule-based recommendation systems",,0.0,53.0,365.0,,
Vis,2023,Data Formulator: AI-Powered Concept-Driven Visualization Authoring,10.1109/tvcg.2023.3326585,http://dx.doi.org/10.1109/TVCG.2023.3326585,1128.0,1138.0,J,"With most modern visualization tools, authors need to transform their data into tidy formats to create visualizations they want. Because this requires experience with programming or separate data processing tools, data transformation remains a barrier in visualization authoring. To address this challenge, we present a new visualization paradigm, concept binding, that separates high-level visualization intents and low-level data transformation steps, leveraging an AI agent. We realize this paradigm in Data Formulator, an interactive visualization authoring tool. With Data Formulator, authors first define data concepts they plan to visualize using natural languages or examples, and then bind them to visual channels. Data Formulator then dispatches its AI-agent to automatically transform the input data to surface these concepts and generate desired visualizations. When presenting the results (transformed table and output visualizations) from the AI agent, Data Formulator provides feedback to help authors inspect and understand them. A user study with 10 participants shows that participants could learn and use Data Formulator to create visualizations that involve challenging data transformations, and presents interesting future research directions.",Chenglong Wang;John Thompson 0002;Bongshin Lee,Chenglong Wang;John Thompson;Bongshin Lee,"Microsoft Research, USA;Microsoft Research, USA;Microsoft Research, USA",0.1109/tvcg.2021.3114830;10.1109/tvcg.2009.174;10.1109/tvcg.2011.185;10.1109/tvcg.2021.3114848;10.1109/tvcg.2018.2865240;10.1109/tvcg.2020.3030378;10.1109/tvcg.2018.2865158;10.1109/tvcg.2016.2598839;10.1109/tvcg.2019.2934281;10.1109/tvcg.2016.2599030;10.1109/tvcg.2020.3030476;10.1109/tvcg.2015.2467191;10.1109/tvcg.2022.3209470;10.1109/tvcg.2020.3030367;10.1109/tvcg.2022.3209369,"AI,visualization authoring,data transformation,programming by example,natural language,large language model",,0.0,63.0,893.0,HM,
Vis,2023,Guided Visual Analytics for Image Selection in Time and Space,10.1109/tvcg.2023.3326572,http://dx.doi.org/10.1109/TVCG.2023.3326572,66.0,75.0,J,"Unexploded Ordnance (UXO) detection, the identification of remnant active bombs buried underground from archival aerial images, implies a complex workflow involving decision-making at each stage. An essential phase in UXO detection is the task of image selection, where a small subset of images must be chosen from archives to reconstruct an area of interest (AOI) and identify craters. The selected image set must comply with good spatial and temporal coverage over the AOI, particularly in the temporal vicinity of recorded aerial attacks, and do so with minimal images for resource optimization. This paper presents a guidance-enhanced visual analytics prototype to select images for UXO detection. In close collaboration with domain experts, our design process involved analyzing user tasks, eliciting expert knowledge, modeling quality metrics, and choosing appropriate guidance. We report on a user study with two real-world scenarios of image selection performed with and without guidance. Our solution was well-received and deemed highly usable. Through the lens of our task-based design and developed quality measures, we observed guidance-driven changes in user behavior and improved quality of analysis results. An expert evaluation of the study allowed us to improve our guidance-enhanced prototype further and discuss new possibilities for user-adaptive guidance.",Ignacio Pérez-Messina;Davide Ceneda;Silvia Miksch,Ignacio Pérez-Messina;Davide Ceneda;Silvia Miksch,"TU Wien, Austria;TU Wien, Austria;TU Wien, Austria",0.1109/tvcg.2013.124;10.1109/tvcg.2016.2598468;10.1109/tvcg.2021.3114813;10.1109/tvcg.2018.2864769;10.1109/vast.2017.8585498;10.1109/tvcg.2011.231;10.1109/tvcg.2017.2744418;10.1109/tvcg.2020.3030364;10.1109/tvcg.2014.2346481;10.1109/tvcg.2014.2346321;10.1109/tvcg.2022.3209393;10.1109/vast47406.2019.8986917;10.1109/tvcg.2019.2934658;10.1109/tvcg.2018.2865146,"Application Motivated Visualization,Geospatial Data,Mixed Initiative Human-Machine Analysis,Process/Workflow Design,Task Abstractions & Application Domains,Temporal Data",,0.0,37.0,1208.0,,
Vis,2024,Towards Dataset-Scale and Feature-Oriented Evaluation of Text Summarization in Large Language Model Prompts,10.1109/tvcg.2024.3456398,http://dx.doi.org/10.1109/TVCG.2024.3456398,481.0,491.0,J,"Recent advancements in Large Language Models (LLMs) and Prompt Engineering have made chatbot customization more accessible, significantly reducing barriers to tasks that previously required programming skills. However, prompt evaluation, especially at the dataset scale, remains complex due to the need to assess prompts across thousands of test instances within a dataset. Our study, based on a comprehensive literature review and pilot study, summarized five critical challenges in prompt evaluation. In response, we introduce a feature-oriented workflow for systematic prompt evaluation. In the context of text summarization, our workflow advocates evaluation with summary characteristics (feature metrics) such as complexity, formality, or naturalness, instead of using traditional quality metrics like ROUGE. This design choice enables a more user-friendly evaluation of prompts, as it guides users in sorting through the ambiguity inherent in natural language. To support this workflow, we introduce Awesum, a visual analytics system that facilitates identifying optimal prompt refinements for text summarization through interactive visualizations, featuring a novel Prompt Comparator design that employs a BubbleSet-inspired design enhanced by dimensionality reduction techniques. We evaluate the effectiveness and general applicability of the system with practitioners from various domains and found that (1) our design helps overcome the learning curve for non-technical people to conduct a systematic evaluation of summarization prompts, and (2) our feature-oriented workflow has the potential to generalize to other NLG and image-generation tasks. For future works, we advocate moving towards feature-oriented evaluation of LLM prompts and discuss unsolved challenges in terms of human-agent interaction.",Sam Yu-Te Lee;Aryaman Bahukhandi;Dongyu Liu;Kwan-Liu Ma,Sam Yu-Te Lee;Aryaman Bahukhandi;Dongyu Liu;Kwan-Liu Ma,"University of California, USA;University of California, USA;University of California, USA;University of California, USA",10.1109/tvcg.2017.2743858;10.1109/tvcg.2017.2744938;10.1109/tvcg.2017.2744358;10.1109/tvcg.2015.2467112;10.1109/tvcg.2017.2744158;10.1109/tvcg.2023.3326585;10.1109/tvcg.2017.2744878,"Visual analytics,prompt engineering,,,text summarization,human-computer interaction,dimensionality reduction",,1.0,65.0,386.0,,
Vis,2024,KNowNEt:Guided Health Information Seeking from LLMs via Knowledge Graph Integration,10.1109/tvcg.2024.3456364,http://dx.doi.org/10.1109/TVCG.2024.3456364,547.0,557.0,J,"The increasing reliance on Large Language Models (LLMs) for health information seeking can pose severe risks due to the potential for misinformation and the complexity of these topics. This paper introduces KnowNet a visualization system that integrates LLMs with Knowledge Graphs (KG) to provide enhanced accuracy and structured exploration. Specifically, for enhanced accuracy, KnowNet extracts triples (e.g., entities and their relations) from LLM outputs and maps them into the validated information and supported evidence in external KGs. For structured exploration, KnowNet provides next-step recommendations based on the neighborhood of the currently explored entities in KGs, aiming to guide a comprehensive understanding without overlooking critical aspects. To enable reasoning with both the structured data in KGs and the unstructured outputs from LLMs, KnowNet conceptualizes the understanding of a subject as the gradual construction of graph visualization. A progressive graph visualization is introduced to monitor past inquiries, and bridge the current query with the exploration history and next-step recommendations. We demonstrate the effectiveness of our system via use cases and expert interviews.",Youfu Yan;Yu Hou;Yongkang Xiao;Rui Zhang;Qianwen Wang,Youfu Yan;Yu Hou;Yongkang Xiao;Rui Zhang;Qianwen Wang,"Department of Computer Science and Engineering, University of Minnesota, Twin Cities, MN, USA;Medical School, University of Minnesota, Twin Cities, MN, USA;Medical School, University of Minnesota, Twin Cities, MN, USA;Medical School, University of Minnesota, Twin Cities, MN, USA;Department of Computer Science and Engineering, University of Minnesota, Twin Cities, MN, USA",10.1109/tvcg.2022.3209408;10.1109/tvcg.2023.3327168;10.1109/tvcg.2013.154;10.1109/tvcg.2021.3114876;10.1109/tvcg.2022.3209435;10.1109/tvcg.2018.2865232;10.1109/tvcg.2021.3114840;10.1109/tvcg.2020.3030471;10.1109/tvcg.2019.2934798,"Human-AI interactions,knowledge graph,,,conversational agent,large language model,progressive visualization",,1.0,60.0,632.0,HM,
